280.000000	 25880.000000	 2581.000000
320.000000	 24680.000000	 3102.000000
340.000000	 23660.000000	 3615.000000
420.000000	 22860.000000	 4209.000000
440.000000	 21480.000000	 4845.000000
420.000000	 20440.000000	 5426.000000
440.000000	 19360.000000	 6002.000000
460.000000	 18480.000000	 6550.000000
420.000000	 17300.000000	 7148.000000
420.000000	 16440.000000	 7719.000000
420.000000	 15580.000000	 8225.000000
400.000000	 14700.000000	 8780.000000
380.000000	 13880.000000	 9310.000000
360.000000	 13080.000000	 9853.000000
320.000000	 12080.000000	 10494.000000
300.000000	 11300.000000	 11045.000000
260.000000	 10500.000000	 11604.000000
220.000000	 9820.000000	 12116.000000
180.000000	 9120.000000	 12633.000000
120.000000	 8360.000000	 13240.000000
60.000000	 7700.000000	 13811.000000
0.000000	 7060.000000	 14415.000000
-60.000000	 6460.000000	 14956.000000
-100.000000	 5880.000000	 15507.000000
-160.000000	 5360.000000	 16054.000000
-220.000000	 4840.000000	 16643.000000
-300.000000	 4380.000000	 17161.000000
-380.000000	 3880.000000	 17753.000000
-440.000000	 3480.000000	 18298.000000
-520.000000	 3040.000000	 18876.000000
-580.000000	 2740.000000	 19380.000000
-660.000000	 2400.000000	 19945.000000
-740.000000	 2060.000000	 20521.000000
-800.000000	 1780.000000	 21082.000000
-860.000000	 1580.000000	 21591.000000
-940.000000	 1360.000000	 22122.000000
-1000.000000	 1180.000000	 22675.000000
-1040.000000	 1040.000000	 23259.000000
-1080.000000	 940.000000	 23817.000000
-1100.000000	 900.000000	 24405.000000
-700.000000	 25940.000000	 2260.000000
-740.000000	 24880.000000	 2833.000000
-760.000000	 23860.000000	 3396.000000
-740.000000	 22920.000000	 3916.000000
-780.000000	 21680.000000	 4512.000000
-780.000000	 21000.000000	 5128.000000
-800.000000	 19680.000000	 5723.000000
-780.000000	 18800.000000	 6270.000000
-780.000000	 17640.000000	 6920.000000
-800.000000	 16860.000000	 7458.000000
-800.000000	 15940.000000	 8012.000000
-780.000000	 15160.000000	 8528.000000
-760.000000	 14100.000000	 9104.000000
-740.000000	 13580.000000	 9618.000000
-720.000000	 12760.000000	 10185.000000
-720.000000	 11960.000000	 10788.000000
-680.000000	 11280.000000	 11291.000000
-640.000000	 10520.000000	 11828.000000
-620.000000	 9900.000000	 12368.000000
-580.000000	 9200.000000	 12981.000000
-540.000000	 8480.000000	 13526.000000
-500.000000	 7900.000000	 14055.000000
-440.000000	 7380.000000	 14589.000000
-400.000000	 6780.000000	 15183.000000
-340.000000	 6200.000000	 15796.000000
-280.000000	 5700.000000	 16387.000000
-240.000000	 5200.000000	 16964.000000
-180.000000	 4740.000000	 17570.000000
-120.000000	 4300.000000	 18137.000000
-60.000000	 3960.000000	 18652.000000
-20.000000	 3620.000000	 19194.000000
40.000000	 3260.000000	 19784.000000
100.000000	 2960.000000	 20379.000000
140.000000	 2720.000000	 20930.000000
200.000000	 2480.000000	 21474.000000
260.000000	 2300.000000	 22047.000000
300.000000	 2160.000000	 22631.000000
320.000000	 2060.000000	 23133.000000
340.000000	 2020.000000	 23727.000000
320.000000	 25800.000000	 2680.000000
340.000000	 24800.000000	 3217.000000
-640.000000	 12480.000000	 10605.000000
-620.000000	 11800.000000	 11161.000000
-560.000000	 10520.000000	 12230.000000
-440.000000	 8700.000000	 13816.000000
-340.000000	 7140.000000	 15433.000000
-240.000000	 6100.000000	 16671.000000
-1000.000000	 25820.000000	 2190.000000
-1080.000000	 24880.000000	 2757.000000
-1120.000000	 23880.000000	 3274.000000
-1120.000000	 22980.000000	 3806.000000
-1140.000000	 21900.000000	 4366.000000
-1180.000000	 20600.000000	 4905.000000
-1260.000000	 19920.000000	 5485.000000
-1260.000000	 19160.000000	 5986.000000
-1240.000000	 17960.000000	 6517.000000
-1280.000000	 16940.000000	 7187.000000
-1300.000000	 15980.000000	 7869.000000
-1300.000000	 14840.000000	 8540.000000
-1300.000000	 14040.000000	 9097.000000
-1280.000000	 13160.000000	 9676.000000
-1280.000000	 12460.000000	 10177.000000
-1260.000000	 11760.000000	 10707.000000
-1240.000000	 11060.000000	 11241.000000
-1200.000000	 10140.000000	 11925.000000
-1160.000000	 9300.000000	 12611.000000
-1100.000000	 8520.000000	 13223.000000
-1080.000000	 8020.000000	 13726.000000
-980.000000	 7420.000000	 14309.000000
-940.000000	 6840.000000	 14833.000000
-900.000000	 6320.000000	 15389.000000
-840.000000	 5740.000000	 16002.000000
-780.000000	 5240.000000	 16586.000000
-740.000000	 4820.000000	 17110.000000
-660.000000	 4360.000000	 17659.000000
-600.000000	 3920.000000	 18279.000000
-540.000000	 3560.000000	 18819.000000
-460.000000	 3200.000000	 19364.000000
-380.000000	 2900.000000	 19931.000000
-320.000000	 2580.000000	 20563.000000
-260.000000	 2300.000000	 21159.000000
-180.000000	 2100.000000	 21799.000000
-120.000000	 1940.000000	 22471.000000
-120.000000	 1940.000000	 23148.000000
